rank,formula,family,tag,charge,n_atoms,e_xtb_hartree,e_per_atom_hartree,e_reaction_hartree,e_reaction_ev_per_atom,e_reaction_kcalmol,reference_reaction,smiles,xyz,is_true_minimum,n_freq_hops,n_imaginary_freq,on_hull,e_above_hull_ev_per_atom
1,N4_neutral,neutral,N4_neutral_iso0006_conf1,0,4,-11.4843315641678,-2.87108289104195,0.04353919068006995,0.29619043360827607,27.321254845457855,Nx -> (x/2) N2,n12n3n1n23,resultats/seeds_pubchem/work/xtb/N4_neutral_iso0006_conf1/xtbopt.xyz,True,0,0,True,0.0
1,N6_neutral,neutral,N6_neutral_iso0017_conf1,0,6,-17.393330667422013,-2.8988884445703356,-0.1015245351502081,-0.46043722323611624,-63.70760812453905,Nx -> (x/2) N2,N#[N+][N-]N=[N+]=[N-],resultats/seeds_pubchem/work/xtb/N6_neutral_iso0017_conf1/xtbopt.xyz,True,0,0,True,0.0
1,N8_neutral,neutral,N8_neutral_iso0077_conf0,0,8,-23.23642574522754,-2.9045532181534424,-0.1806842355317997,-0.6145835652021088,-113.38107044283487,Nx -> (x/2) N2,n1nn2nn[n-][n+]2n1,resultats/seeds_pubchem/work/xtb/N8_neutral_iso0077_conf0/xtbopt.xyz,True,0,0,True,0.0
1,N10_neutral,neutral,N10_neutral_iso0057_conf0,0,10,-29.033545488965235,-2.9033545488965236,-0.21386860184556156,-0.5819661130708997,-134.2045748484491,Nx -> (x/2) N2,n1n[n+](-[n+]2nn[n-]n2)n[n-]1,resultats/seeds_pubchem/work/xtb/N10_neutral_iso0057_conf0/xtbopt.xyz,True,0,0,False,0.006556864040502153
1,N12_neutral,neutral,N12_neutral_iso0000_conf1,0,12,-34.81933609038758,-2.9016113408656317,-0.23572382584396934,-0.5345310060351881,-147.91893506595295,Nx -> (x/2) N2,N1=N[N+](=N[N-][n+]2nnn[n-]2)N=N1,resultats/seeds_pubchem/work/frequency/N12_neutral_iso0000_conf1/post_freq_minimum.xyz,True,1,0,False,0.027931382985506903
1,N14_neutral,neutral,N14_neutral_iso0060_conf0,0,14,-40.57098329601614,-2.897927378286867,-0.22343565404859334,-0.4342852773886589,-140.2079907888028,Nx -> (x/2) N2,n1n[n-][n+]2n[n+]3[n-]nn[n-][n+]3n[n+]2[n-]1,resultats/seeds_pubchem/work/frequency/N14_neutral_iso0060_conf0/post_freq_minimum.xyz,True,2,0,False,0.10211652354132911
1,N16_neutral,neutral,N16_neutral_iso0002_conf1,0,16,-46.4115581177938,-2.9007223823621127,-0.30007509840232416,-0.5103412128392811,-188.29996856093538,Nx -> (x/2) N2,n1n[n+]2[n+]3[n+](nn[n+]4[n+]3[n+]1[N-][N-][N-]4)[N-][N-][N-]2,resultats/seeds_pubchem/work/xtb/N16_neutral_iso0002_conf1/xtbopt.xyz,True,0,0,True,0.0
