id,formula,n_atoms,topology_label,n_edges,n_rings,ring_sizes,degree_sequence,max_degree_actual,conformer_id,ff_energy_au,mace_energy_eV,mace_energy_eV_per_atom,delta_E_eV_per_atom_vs_N2,is_stability_candidate,converged,n_opt_steps,spacegroup,sg_number,xyz_file,cif_file
224,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,0,286.133686,-13409.911500,-1489.990167,0.3725,True,True,223,P1,1,xyz/N9_0015_ring-3-substituted.xyz,cif/N9_0015_ring-3-substituted.cif
225,N9,9,bicyclic-4-4,10,2,"[4, 4]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,1,166.993833,-13409.329700,-1489.925522,0.4372,True,True,109,P1,1,xyz/N9_0016_bicyclic-4-4.xyz,cif/N9_0016_bicyclic-4-4.cif
226,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,4,232.479185,-13410.803400,-1490.089267,0.2734,True,True,179,P1,1,xyz/N9_0017_ring-3-substituted.xyz,cif/N9_0017_ring-3-substituted.cif
227,N9,9,bicyclic-3-7,10,2,"[3, 7]","[3, 3, 3, 2, 2, 2, 2, 2, 1]",3,2,266.527521,-13410.782969,-1490.086997,0.2757,True,True,93,P1,1,xyz/N9_0018_bicyclic-3-7.xyz,cif/N9_0018_bicyclic-3-7.cif
228,N9,9,ring-4-substituted,9,1,[4],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,2,102.794728,-13408.623390,-1489.847043,0.5156,True,True,41,P1,1,xyz/N9_0019_ring-4-substituted.xyz,cif/N9_0019_ring-4-substituted.cif
229,N9,9,bicyclic-3-3,10,2,"[3, 3]","[3, 3, 3, 2, 2, 2, 2, 2, 1]",3,4,525.974864,-13407.053195,-1489.672577,0.6901,True,True,64,P1,1,xyz/N9_0020_bicyclic-3-3.xyz,cif/N9_0020_bicyclic-3-3.cif
230,N9,9,branched-tree,8,0,[],"[3, 3, 2, 2, 2, 1, 1, 1, 1]",3,4,21.720065,-13411.568823,-1490.174314,0.1884,True,True,196,P1,1,xyz/N9_0021_branched-tree.xyz,cif/N9_0021_branched-tree.cif
231,N9,9,bicyclic-3-4,10,2,"[3, 4]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,4,946.551234,-13413.231849,-1490.359094,0.0036,True,True,250,P1,1,xyz/N9_0022_bicyclic-3-4.xyz,cif/N9_0022_bicyclic-3-4.cif
232,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,1,230.082191,-13408.014177,-1489.779353,0.5833,True,True,39,P1,1,xyz/N9_0023_ring-3-substituted.xyz,cif/N9_0023_ring-3-substituted.cif
233,N9,9,ring-4-substituted,9,1,[4],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,3,107.846505,-13410.584206,-1490.064912,0.2978,True,True,78,P1,1,xyz/N9_0024_ring-4-substituted.xyz,cif/N9_0024_ring-4-substituted.cif
234,N9,9,bicyclic-4-6,10,2,"[4, 6]","[3, 3, 3, 2, 2, 2, 2, 2, 1]",3,3,113.256530,-13407.149943,-1489.683327,0.6794,True,True,16,P1,1,xyz/N9_0025_bicyclic-4-6.xyz,cif/N9_0025_bicyclic-4-6.cif
235,N9,9,ring-4-substituted,9,1,[4],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,4,94.664308,-13410.664789,-1490.073865,0.2888,True,True,188,P1,1,xyz/N9_0026_ring-4-substituted.xyz,cif/N9_0026_ring-4-substituted.cif
236,N9,9,bicyclic-3-5,10,2,"[3, 5]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,1,246.577285,-13409.712581,-1489.968065,0.3946,True,True,82,P1,1,xyz/N9_0027_bicyclic-3-5.xyz,cif/N9_0027_bicyclic-3-5.cif
237,N9,9,bicyclic-4-4-4,11,3,"[4, 4, 4]","[3, 3, 3, 3, 3, 2, 2, 2, 1]",3,4,244.992079,-13408.575207,-1489.841690,0.5210,True,True,146,P1,1,xyz/N9_0028_bicyclic-4-4-4.xyz,cif/N9_0028_bicyclic-4-4-4.cif
238,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,4,291.734497,-13410.398363,-1490.044263,0.3184,True,True,120,P1,1,xyz/N9_0029_ring-3-substituted.xyz,cif/N9_0029_ring-3-substituted.cif
239,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,2,286.645222,-13410.644618,-1490.071624,0.2911,True,True,122,P1,1,xyz/N9_0030_ring-3-substituted.xyz,cif/N9_0030_ring-3-substituted.cif
240,N9,9,bicyclic-3-4,10,2,"[3, 4]","[3, 3, 3, 2, 2, 2, 2, 2, 1]",3,0,373.598473,-13407.159028,-1489.684336,0.6783,True,True,60,P1,1,xyz/N9_0031_bicyclic-3-4.xyz,cif/N9_0031_bicyclic-3-4.cif
241,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,4,291.886188,-13413.209158,-1490.356573,0.0061,True,True,190,P1,1,xyz/N9_0032_ring-3-substituted.xyz,cif/N9_0032_ring-3-substituted.cif
242,N9,9,bicyclic-4-5-6,11,3,"[4, 5, 6]","[3, 3, 3, 3, 2, 2, 2, 2, 2]",3,3,127.719110,-18870.739886,-2096.748876,-606.3862,False,False,500,P1,1,xyz/N9_0033_bicyclic-4-5-6.xyz,cif/N9_0033_bicyclic-4-5-6.cif
243,N9,9,bicyclic-3-3,10,2,"[3, 3]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,4,500.201627,-13410.284199,-1490.031578,0.3311,True,True,39,P1,1,xyz/N9_0034_bicyclic-3-3.xyz,cif/N9_0034_bicyclic-3-3.cif
244,N9,9,bicyclic-4-4-4,11,3,"[4, 4, 4]","[3, 3, 3, 3, 3, 3, 2, 1, 1]",3,0,221.950302,-13410.617252,-1490.068584,0.2941,True,True,219,P1,1,xyz/N9_0035_bicyclic-4-4-4.xyz,cif/N9_0035_bicyclic-4-4-4.cif
245,N9,9,branched-tree,8,0,[],"[3, 3, 2, 2, 2, 1, 1, 1, 1]",3,2,21.545781,-13411.533213,-1490.170357,0.1923,True,True,87,P1,1,xyz/N9_0036_branched-tree.xyz,cif/N9_0036_branched-tree.cif
246,N9,9,bicyclic-5-5-5-5,12,4,"[5, 5, 5, 5]","[3, 3, 3, 3, 3, 3, 2, 2, 2]",3,4,638.059860,-13412.079940,-1490.231104,0.1316,True,True,145,P1,1,xyz/N9_0037_bicyclic-5-5-5-5.xyz,cif/N9_0037_bicyclic-5-5-5-5.cif
247,N9,9,ring-4-substituted,9,1,[4],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,4,93.650329,-13409.654189,-1489.961577,0.4011,True,True,67,P1,1,xyz/N9_0038_ring-4-substituted.xyz,cif/N9_0038_ring-4-substituted.cif
248,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 3, 3, 2, 1, 1, 1, 1]",3,0,234.737323,-13411.227400,-1490.136378,0.2263,True,True,99,P1,1,xyz/N9_0039_ring-3-substituted.xyz,cif/N9_0039_ring-3-substituted.cif
249,N9,9,bicyclic-4-4-4,11,3,"[4, 4, 4]","[3, 3, 3, 3, 3, 2, 2, 2, 1]",3,3,232.454317,-13407.688349,-1489.743150,0.6195,True,True,106,P1,1,xyz/N9_0040_bicyclic-4-4-4.xyz,cif/N9_0040_bicyclic-4-4-4.cif
250,N9,9,bicyclic-3-4,10,2,"[3, 4]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,4,305.305793,-13409.941760,-1489.993529,0.3691,True,True,93,P1,1,xyz/N9_0041_bicyclic-3-4.xyz,cif/N9_0041_bicyclic-3-4.cif
251,N9,9,ring-5-substituted,9,1,[5],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,4,41.291634,-13410.868387,-1490.096487,0.2662,True,True,111,P1,1,xyz/N9_0042_ring-5-substituted.xyz,cif/N9_0042_ring-5-substituted.cif
252,N9,9,bicyclic-3-3-4,11,3,"[3, 3, 4]","[3, 3, 3, 3, 3, 2, 2, 2, 1]",3,3,575.503089,-13407.912544,-1489.768060,0.5946,True,True,166,P1,1,xyz/N9_0043_bicyclic-3-3-4.xyz,cif/N9_0043_bicyclic-3-3-4.cif
253,N9,9,ring-4-substituted,9,1,[4],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,1,103.399695,-13408.784319,-1489.864924,0.4978,True,True,32,P1,1,xyz/N9_0044_ring-4-substituted.xyz,cif/N9_0044_ring-4-substituted.cif
254,N9,9,bicyclic-3-5,10,2,"[3, 5]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,3,272.078993,-13410.809897,-1490.089989,0.2727,True,True,120,P1,1,xyz/N9_0045_bicyclic-3-5.xyz,cif/N9_0045_bicyclic-3-5.cif
255,N9,9,bicyclic-3-5,10,2,"[3, 5]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,4,811.503034,-13410.358019,-1490.039780,0.3229,True,True,151,P1,1,xyz/N9_0046_bicyclic-3-5.xyz,cif/N9_0046_bicyclic-3-5.cif
256,N9,9,bicyclic-3-4,10,2,"[3, 4]","[3, 3, 3, 3, 3, 2, 1, 1, 1]",3,1,295.374336,-13407.854428,-1489.761603,0.6011,True,True,47,P1,1,xyz/N9_0047_bicyclic-3-4.xyz,cif/N9_0047_bicyclic-3-4.cif
257,N9,9,bicyclic-3-4-5,11,3,"[3, 4, 5]","[3, 3, 3, 3, 3, 2, 2, 2, 1]",3,2,402.680118,-14196.082515,-1577.342502,-86.9798,False,False,500,P1,1,xyz/N9_0048_bicyclic-3-4-5.xyz,cif/N9_0048_bicyclic-3-4-5.cif
258,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 3, 3, 2, 1, 1, 1, 1]",3,3,237.715670,-13413.268417,-1490.363157,-0.0005,False,True,156,P1,1,xyz/N9_0049_ring-3-substituted.xyz,cif/N9_0049_ring-3-substituted.cif
259,N9,9,bicyclic-3-4-5-7,12,4,"[3, 4, 5, 7]","[3, 3, 3, 3, 3, 3, 2, 2, 2]",3,4,335.035302,-469695.310022,-52188.367780,-50698.0051,False,False,500,P1,1,xyz/N9_0050_bicyclic-3-4-5-7.xyz,cif/N9_0050_bicyclic-3-4-5-7.cif
260,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,1,260.508334,-13413.350177,-1490.372242,-0.0096,False,True,153,P1,1,xyz/N9_0051_ring-3-substituted.xyz,cif/N9_0051_ring-3-substituted.cif
261,N9,9,ring-4-substituted,9,1,[4],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,2,124.365665,-13409.459512,-1489.939946,0.4227,True,True,51,P1,1,xyz/N9_0052_ring-4-substituted.xyz,cif/N9_0052_ring-4-substituted.cif
262,N9,9,bicyclic-3-5,10,2,"[3, 5]","[3, 3, 3, 2, 2, 2, 2, 2, 1]",3,4,285.777611,-13411.187784,-1490.131976,0.2307,True,True,230,P1,1,xyz/N9_0053_bicyclic-3-5.xyz,cif/N9_0053_bicyclic-3-5.cif
263,N9,9,bicyclic-3-4,10,2,"[3, 4]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,2,318.254521,-13408.853196,-1489.872577,0.4901,True,True,82,P1,1,xyz/N9_0054_bicyclic-3-4.xyz,cif/N9_0054_bicyclic-3-4.cif
264,N9,9,ring-4-substituted,9,1,[4],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,3,118.793794,-13409.403063,-1489.933674,0.4290,True,True,32,P1,1,xyz/N9_0055_ring-4-substituted.xyz,cif/N9_0055_ring-4-substituted.cif
265,N9,9,ring-4-substituted,9,1,[4],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,1,93.678326,-13410.559886,-1490.062210,0.3005,True,True,148,P1,1,xyz/N9_0056_ring-4-substituted.xyz,cif/N9_0056_ring-4-substituted.cif
266,N9,9,ring-4-substituted,9,1,[4],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,2,109.630639,-13413.260655,-1490.362295,0.0004,True,True,149,P1,1,xyz/N9_0057_ring-4-substituted.xyz,cif/N9_0057_ring-4-substituted.cif
267,N9,9,bicyclic-3-3,10,2,"[3, 3]","[3, 3, 3, 3, 3, 2, 1, 1, 1]",3,1,474.436030,-13413.244708,-1490.360523,0.0022,True,True,158,P1,1,xyz/N9_0058_bicyclic-3-3.xyz,cif/N9_0058_bicyclic-3-3.cif
268,N9,9,bicyclic-3-3-4-6,12,4,"[3, 3, 4, 6]","[3, 3, 3, 3, 3, 3, 3, 2, 1]",3,1,537.033862,-63150.258494,-7016.695388,-5526.3327,False,False,500,P1,1,xyz/N9_0059_bicyclic-3-3-4-6.xyz,cif/N9_0059_bicyclic-3-3-4-6.cif
269,N9,9,ring-5-substituted,9,1,[5],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,4,37.181213,-13412.119001,-1490.235445,0.1272,True,True,24,P1,1,xyz/N9_0060_ring-5-substituted.xyz,cif/N9_0060_ring-5-substituted.cif
270,N9,9,ring-4-substituted,9,1,[4],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,0,107.761196,-13413.247468,-1490.360830,0.0018,True,True,161,P1,1,xyz/N9_0061_ring-4-substituted.xyz,cif/N9_0061_ring-4-substituted.cif
271,N9,9,bicyclic-4-4,10,2,"[4, 4]","[3, 3, 3, 2, 2, 2, 2, 2, 1]",3,0,175.457563,-13408.613310,-1489.845923,0.5168,True,True,43,P1,1,xyz/N9_0062_bicyclic-4-4.xyz,cif/N9_0062_bicyclic-4-4.cif
272,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,3,287.001017,-13409.942136,-1489.993571,0.3691,True,True,128,P1,1,xyz/N9_0063_ring-3-substituted.xyz,cif/N9_0063_ring-3-substituted.cif
273,N9,9,ring-7-substituted,9,1,[7],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,2,25.242537,-13413.348228,-1490.372025,-0.0093,False,True,36,P1,1,xyz/N9_0064_ring-7-substituted.xyz,cif/N9_0064_ring-7-substituted.cif
274,N9,9,ring-5-substituted,9,1,[5],"[3, 2, 2, 2, 2, 2, 2, 2, 1]",3,0,37.691917,-13410.524160,-1490.058240,0.3044,True,True,28,P1,1,xyz/N9_0065_ring-5-substituted.xyz,cif/N9_0065_ring-5-substituted.cif
275,N9,9,ring-8-substituted,9,1,[8],"[3, 2, 2, 2, 2, 2, 2, 2, 1]",3,0,20.795608,-13411.496359,-1490.166262,0.1964,True,True,183,P1,1,xyz/N9_0066_ring-8-substituted.xyz,cif/N9_0066_ring-8-substituted.cif
276,N9,9,bicyclic-3-3-5-5,12,4,"[3, 3, 5, 5]","[3, 3, 3, 3, 3, 3, 2, 2, 2]",3,0,481.902372,-13415.388693,-1490.598744,-0.2361,False,True,53,P1,1,xyz/N9_0067_bicyclic-3-3-5-5.xyz,cif/N9_0067_bicyclic-3-3-5-5.cif
277,N9,9,bicyclic-4-5,10,2,"[4, 5]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,4,644.353104,-13413.058133,-1490.339793,0.0229,True,True,39,P1,1,xyz/N9_0068_bicyclic-4-5.xyz,cif/N9_0068_bicyclic-4-5.cif
278,N9,9,bicyclic-5-6,10,2,"[5, 6]","[3, 3, 3, 2, 2, 2, 2, 2, 1]",3,4,478.102395,-13411.263620,-1490.140402,0.2223,True,True,63,P1,1,xyz/N9_0069_bicyclic-5-6.xyz,cif/N9_0069_bicyclic-5-6.cif
279,N9,9,bicyclic-3-5-6,11,3,"[3, 5, 6]","[3, 3, 3, 3, 3, 2, 2, 2, 1]",3,1,325.116322,-13411.713474,-1490.190386,0.1723,True,True,149,P1,1,xyz/N9_0070_bicyclic-3-5-6.xyz,cif/N9_0070_bicyclic-3-5-6.cif
280,N9,9,bicyclic-3-5-5-5,12,4,"[3, 5, 5, 5]","[3, 3, 3, 3, 3, 3, 2, 2, 2]",3,0,319.392601,-13413.223053,-1490.358117,0.0046,True,True,209,P1,1,xyz/N9_0071_bicyclic-3-5-5-5.xyz,cif/N9_0071_bicyclic-3-5-5-5.cif
281,N9,9,bicyclic-3-3-4,11,3,"[3, 3, 4]","[3, 3, 3, 3, 3, 2, 2, 2, 1]",3,3,552.985213,-16288.902779,-1809.878087,-319.5154,False,False,500,P1,1,xyz/N9_0072_bicyclic-3-3-4.xyz,cif/N9_0072_bicyclic-3-3-4.cif
282,N9,9,bicyclic-3-5-6,11,3,"[3, 5, 6]","[3, 3, 3, 3, 3, 2, 2, 2, 1]",3,4,895.704697,-13415.388680,-1490.598742,-0.2361,False,True,104,P1,1,xyz/N9_0073_bicyclic-3-5-6.xyz,cif/N9_0073_bicyclic-3-5-6.cif
283,N9,9,bicyclic-4-4-5,11,3,"[4, 4, 5]","[3, 3, 3, 3, 3, 2, 2, 2, 1]",3,0,309.824148,-14415.804181,-1601.756020,-111.3933,False,False,500,P1,1,xyz/N9_0074_bicyclic-4-4-5.xyz,cif/N9_0074_bicyclic-4-4-5.cif
284,N9,9,bicyclic-3-3,10,2,"[3, 3]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,4,502.625226,-13410.709650,-1490.078850,0.2838,True,True,71,P1,1,xyz/N9_0075_bicyclic-3-3.xyz,cif/N9_0075_bicyclic-3-3.cif
285,N9,9,bicyclic-5-6,10,2,"[5, 6]","[3, 3, 3, 2, 2, 2, 2, 2, 1]",3,4,654.817868,-13412.133007,-1490.237001,0.1257,True,True,173,P1,1,xyz/N9_0076_bicyclic-5-6.xyz,cif/N9_0076_bicyclic-5-6.cif
286,N9,9,bicyclic-3-5,10,2,"[3, 5]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,1,245.650242,-13412.059819,-1490.228869,0.1338,True,True,126,P1,1,xyz/N9_0077_bicyclic-3-5.xyz,cif/N9_0077_bicyclic-3-5.cif
287,N9,9,bicyclic-4-4-5,11,3,"[4, 4, 5]","[3, 3, 3, 3, 3, 2, 2, 2, 1]",3,2,296.874072,-17431.425076,-1936.825008,-446.4623,False,False,500,P1,1,xyz/N9_0078_bicyclic-4-4-5.xyz,cif/N9_0078_bicyclic-4-4-5.cif
288,N9,9,bicyclic-3-3-4,11,3,"[3, 3, 4]","[3, 3, 3, 3, 3, 2, 2, 2, 1]",3,2,576.148757,-13411.006345,-1490.111816,0.2509,True,True,75,P1,1,xyz/N9_0079_bicyclic-3-3-4.xyz,cif/N9_0079_bicyclic-3-3-4.cif
289,N9,9,bicyclic-3-5,10,2,"[3, 5]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,1,272.341695,-13408.402623,-1489.822514,0.5402,True,True,53,P1,1,xyz/N9_0080_bicyclic-3-5.xyz,cif/N9_0080_bicyclic-3-5.cif
290,N9,9,bicyclic-3-4,10,2,"[3, 4]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,4,348.771091,-13413.224218,-1490.358246,0.0044,True,True,233,P1,1,xyz/N9_0081_bicyclic-3-4.xyz,cif/N9_0081_bicyclic-3-4.cif
291,N9,9,bicyclic-3-6-7,11,3,"[3, 6, 7]","[3, 3, 3, 3, 2, 2, 2, 2, 2]",3,3,250.433448,-13406.983360,-1489.664818,0.6979,True,True,17,P1,1,xyz/N9_0082_bicyclic-3-6-7.xyz,cif/N9_0082_bicyclic-3-6-7.cif
292,N9,9,bicyclic-4-4,10,2,"[4, 4]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,2,288.650132,-17016.037128,-1890.670792,-400.3081,False,False,500,P1,1,xyz/N9_0083_bicyclic-4-4.xyz,cif/N9_0083_bicyclic-4-4.cif
293,N9,9,branched-tree,8,0,[],"[3, 2, 2, 2, 2, 2, 1, 1, 1]",3,3,16.320082,-13410.650122,-1490.072236,0.2904,True,True,102,P1,1,xyz/N9_0084_branched-tree.xyz,cif/N9_0084_branched-tree.cif
294,N9,9,bicyclic-4-4-5,11,3,"[4, 4, 5]","[3, 3, 3, 3, 2, 2, 2, 2, 2]",3,3,185.293153,-13407.425676,-1489.713964,0.6487,True,True,14,P1,1,xyz/N9_0085_bicyclic-4-4-5.xyz,cif/N9_0085_bicyclic-4-4-5.cif
295,N9,9,ring-3-substituted,9,1,[3],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,4,261.088804,-13411.457845,-1490.161983,0.2007,True,True,97,P1,1,xyz/N9_0086_ring-3-substituted.xyz,cif/N9_0086_ring-3-substituted.cif
296,N9,9,ring-5-substituted,9,1,[5],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,0,37.633710,-13409.712805,-1489.968089,0.3946,True,True,46,P1,1,xyz/N9_0087_ring-5-substituted.xyz,cif/N9_0087_ring-5-substituted.cif
297,N9,9,bicyclic-3-4,10,2,"[3, 4]","[3, 3, 3, 2, 2, 2, 2, 2, 1]",3,4,374.540084,-13410.612512,-1490.068057,0.2946,True,True,174,P1,1,xyz/N9_0088_bicyclic-3-4.xyz,cif/N9_0088_bicyclic-3-4.cif
298,N9,9,bicyclic-3-4-4,11,3,"[3, 4, 4]","[3, 3, 3, 3, 3, 3, 2, 1, 1]",3,4,567.962797,-46238.206262,-5137.578474,-3647.2158,False,False,500,P1,1,xyz/N9_0089_bicyclic-3-4-4.xyz,cif/N9_0089_bicyclic-3-4-4.cif
299,N9,9,bicyclic-3-4-5,11,3,"[3, 4, 5]","[3, 3, 3, 3, 3, 2, 2, 2, 1]",3,4,317.580278,-14951.803561,-1661.311507,-170.9488,False,False,500,P1,1,xyz/N9_0090_bicyclic-3-4-5.xyz,cif/N9_0090_bicyclic-3-4-5.cif
300,N9,9,branched-tree,8,0,[],"[3, 3, 2, 2, 2, 1, 1, 1, 1]",3,0,20.654244,-13413.302178,-1490.366909,-0.0042,False,True,171,P1,1,xyz/N9_0091_branched-tree.xyz,cif/N9_0091_branched-tree.cif
301,N9,9,branched-tree,8,0,[],"[3, 3, 3, 2, 1, 1, 1, 1, 1]",3,2,26.339792,-13413.346070,-1490.371786,-0.0091,False,True,158,P1,1,xyz/N9_0092_branched-tree.xyz,cif/N9_0092_branched-tree.cif
302,N9,9,ring-5-substituted,9,1,[5],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,4,44.412388,-13410.876011,-1490.097335,0.2653,True,True,56,P1,1,xyz/N9_0093_ring-5-substituted.xyz,cif/N9_0093_ring-5-substituted.cif
303,N9,9,ring-5-substituted,9,1,[5],"[3, 3, 3, 2, 2, 2, 1, 1, 1]",3,3,38.709180,-13410.681016,-1490.075668,0.2870,True,True,121,P1,1,xyz/N9_0094_ring-5-substituted.xyz,cif/N9_0094_ring-5-substituted.cif
304,N9,9,bicyclic-3-3,10,2,"[3, 3]","[3, 3, 3, 3, 2, 2, 2, 1, 1]",3,3,500.079839,-13410.283833,-1490.031537,0.3311,True,True,76,P1,1,xyz/N9_0095_bicyclic-3-3.xyz,cif/N9_0095_bicyclic-3-3.cif
305,N9,9,ring-5-substituted,9,1,[5],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,1,36.067677,-13409.565117,-1489.951680,0.4110,True,True,59,P1,1,xyz/N9_0096_ring-5-substituted.xyz,cif/N9_0096_ring-5-substituted.cif
306,N9,9,ring-4-substituted,9,1,[4],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,4,119.674720,-13409.197848,-1489.910872,0.4518,True,True,55,P1,1,xyz/N9_0097_ring-4-substituted.xyz,cif/N9_0097_ring-4-substituted.cif
307,N9,9,ring-6-substituted,9,1,[6],"[3, 3, 2, 2, 2, 2, 2, 1, 1]",3,2,26.231362,-13409.718459,-1489.968718,0.3940,True,True,64,P1,1,xyz/N9_0098_ring-6-substituted.xyz,cif/N9_0098_ring-6-substituted.cif
308,N9,9,branched-tree,8,0,[],"[3, 3, 3, 2, 1, 1, 1, 1, 1]",3,1,26.272183,-13412.567025,-1490.285225,0.0775,True,True,38,P1,1,xyz/N9_0099_branched-tree.xyz,cif/N9_0099_branched-tree.cif
309,N10,10,ring-4-substituted,10,1,[4],"[3, 3, 3, 2, 2, 2, 2, 1, 1, 1]",3,4,112.660225,-14900.798920,-1490.079892,0.2828,True,True,115,P1,1,xyz/N10_0000_ring-4-substituted.xyz,cif/N10_0000_ring-4-substituted.cif
310,N10,10,bicyclic-3-5-6-8,13,4,"[3, 5, 6, 8]","[3, 3, 3, 3, 3, 3, 2, 2, 2, 2]",3,0,499.387892,-17450.063003,-1745.006300,-254.6436,False,False,500,P1,1,xyz/N10_0001_bicyclic-3-5-6-8.xyz,cif/N10_0001_bicyclic-3-5-6-8.cif
311,N10,10,bicyclic-3-5,11,2,"[3, 5]","[3, 3, 3, 2, 2, 2, 2, 2, 2, 1]",3,3,314.823687,-14898.784454,-1489.878445,0.4842,True,True,41,P1,1,xyz/N10_0002_bicyclic-3-5.xyz,cif/N10_0002_bicyclic-3-5.cif
312,N10,10,bicyclic-3-4,11,2,"[3, 4]","[3, 3, 3, 3, 3, 2, 2, 1, 1, 1]",3,1,325.699303,-14902.411039,-1490.241104,0.1216,True,False,500,P1,1,xyz/N10_0003_bicyclic-3-4.xyz,cif/N10_0003_bicyclic-3-4.cif
313,N10,10,bicyclic-4-5-6,12,3,"[4, 5, 6]","[3, 3, 3, 3, 3, 2, 2, 2, 2, 1]",3,1,164.445029,-14895.757501,-1489.575750,0.7869,True,True,22,P1,1,xyz/N10_0004_bicyclic-4-5-6.xyz,cif/N10_0004_bicyclic-4-5-6.cif
314,N10,10,bicyclic-4-4-4,12,3,"[4, 4, 4]","[3, 3, 3, 3, 3, 2, 2, 2, 2, 1]",3,4,246.703221,-14903.894025,-1490.389402,-0.0267,False,True,204,P1,1,xyz/N10_0005_bicyclic-4-4-4.xyz,cif/N10_0005_bicyclic-4-4-4.cif
315,N10,10,ring-5-substituted,10,1,[5],"[3, 3, 3, 2, 2, 2, 2, 1, 1, 1]",3,2,38.909268,-14901.989038,-1490.198904,0.1638,True,True,142,P1,1,xyz/N10_0006_ring-5-substituted.xyz,cif/N10_0006_ring-5-substituted.cif
316,N10,10,bicyclic-4-5,11,2,"[4, 5]","[3, 3, 3, 3, 2, 2, 2, 2, 1, 1]",3,0,178.911114,-16268.452348,-1626.845235,-136.4826,False,False,500,P1,1,xyz/N10_0007_bicyclic-4-5.xyz,cif/N10_0007_bicyclic-4-5.cif
317,N10,10,bicyclic-4-5-5,12,3,"[4, 5, 5]","[3, 3, 3, 3, 3, 3, 2, 2, 1, 1]",3,4,564.678784,-14902.581813,-1490.258181,0.1045,True,True,111,P1,1,xyz/N10_0008_bicyclic-4-5-5.xyz,cif/N10_0008_bicyclic-4-5-5.cif
318,N10,10,bicyclic-3-6,11,2,"[3, 6]","[3, 3, 3, 3, 3, 2, 2, 1, 1, 1]",3,4,307.315416,-14901.520917,-1490.152092,0.2106,True,True,135,P1,1,xyz/N10_0009_bicyclic-3-6.xyz,cif/N10_0009_bicyclic-3-6.cif
319,N10,10,bicyclic-4-8,11,2,"[4, 8]","[3, 3, 3, 2, 2, 2, 2, 2, 2, 1]",3,0,114.068395,-32319.668490,-3231.966849,-1741.6042,False,False,500,P1,1,xyz/N10_0010_bicyclic-4-8.xyz,cif/N10_0010_bicyclic-4-8.cif
320,N10,10,branched-tree,9,0,[],"[3, 3, 2, 2, 2, 2, 1, 1, 1, 1]",3,1,22.330191,-14904.003440,-1490.400344,-0.0377,False,True,236,P1,1,xyz/N10_0011_branched-tree.xyz,cif/N10_0011_branched-tree.cif
