source,tag,xyz_file,n_atoms,topology_label,charge,uhf,converged,e_xtb_hartree,e_xtb_eV_per_atom,delta_E_eV_per_atom_vs_N2,seconds
N_csp,N_csp_N7_0044_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0044_ring-4-substituted.xyz,7,ring-4-substituted,0,1,True,-20.271399460918964,-78.80184,-0.3795,40.29
N_csp,N_csp_N8_0004_bicyclic-5-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0004_bicyclic-5-5.xyz,8,bicyclic-5-5,0,0,True,-23.159249461739257,-78.77441,-0.35207,19.69
N_csp,N_csp_N8_0015_bicyclic-3-6-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0015_bicyclic-3-6-6.xyz,8,bicyclic-3-6-6,0,0,False,,,,2.99
N_csp,N_csp_N8_0001_bicyclic-3-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0001_bicyclic-3-3-5.xyz,8,bicyclic-3-3-5,0,0,False,,,,29.82
N_csp,N_csp_N8_0009_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0009_bicyclic-3-4.xyz,8,bicyclic-3-4,0,0,True,-23.159249472044944,-78.77441,-0.35207,18.34
N_csp,N_csp_N8_0013_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0013_ring-4-substituted.xyz,8,ring-4-substituted,0,0,True,-23.05988110510902,-78.43642,-0.01408,13.43
N_csp,N_csp_N8_0008_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0008_ring-4-substituted.xyz,8,ring-4-substituted,0,0,True,-23.159223092316847,-78.77432,-0.35198,25.38
N_csp,N_csp_N8_0018_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0018_ring-4-substituted.xyz,8,ring-4-substituted,0,0,True,-23.076489484629374,-78.49291,-0.07057,5.03
N_csp,N_csp_N8_0002_bicyclic-3-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0002_bicyclic-3-6.xyz,8,bicyclic-3-6,0,0,False,,,,42.43
N_csp,N_csp_N8_0006_bicyclic-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0006_bicyclic-3-5.xyz,8,bicyclic-3-5,0,0,True,-23.063253057177782,-78.44789,-0.02555,37.61
N_csp,N_csp_N8_0017_bicyclic-3-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0017_bicyclic-3-6.xyz,8,bicyclic-3-6,0,0,True,-23.12100863812349,-78.64434,-0.222,20.34
N_csp,N_csp_N8_0023_ring-5-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0023_ring-5-substituted.xyz,8,ring-5-substituted,0,0,True,-23.146338501018786,-78.73049,-0.30816,4.1
N_csp,N_csp_N8_0014_ring-5-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0014_ring-5-substituted.xyz,8,ring-5-substituted,0,0,True,-23.063253043113864,-78.44789,-0.02555,28.03
N_csp,N_csp_N8_0024_bicyclic-5-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0024_bicyclic-5-6.xyz,8,bicyclic-5-6,0,0,True,-23.22062580996515,-78.98318,-0.56084,4.27
N_csp,N_csp_N8_0011_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0011_ring-3-substituted.xyz,8,ring-3-substituted,0,0,False,,,,38.2
N_csp,N_csp_N8_0027_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0027_bicyclic-3-4.xyz,8,bicyclic-3-4,0,0,True,-23.2015546541136,-78.91831,-0.49597,4.08
N_csp,N_csp_N8_0020_ring-5-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0020_ring-5-substituted.xyz,8,ring-5-substituted,0,0,True,-23.159223091234256,-78.77432,-0.35198,23.86
N_csp,N_csp_N8_0028_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0028_ring-3-substituted.xyz,8,ring-3-substituted,0,0,False,,,,5.34
N_csp,N_csp_N8_0031_bicyclic-4-4-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0031_bicyclic-4-4-6.xyz,8,bicyclic-4-4-6,0,0,True,-23.023476271484586,-78.31259,0.10975,1.39
N_csp,N_csp_N8_0021_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0021_ring-4-substituted.xyz,8,ring-4-substituted,0,0,True,-23.056532330052125,-78.42503,-0.00269,25.74
N_csp,N_csp_N8_0019_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0019_ring-3-substituted.xyz,8,ring-3-substituted,0,0,True,-23.204133170732394,-78.92708,-0.50474,30.07
N_csp,N_csp_N8_0026_bicyclic-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0026_bicyclic-3-5.xyz,8,bicyclic-3-5,0,0,False,,,,13.11
N_csp,N_csp_N8_0022_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0022_ring-4-substituted.xyz,8,ring-4-substituted,0,0,True,-23.15922309265175,-78.77432,-0.35198,24.18
N_csp,N_csp_N8_0032_bicyclic-3-5-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0032_bicyclic-3-5-6.xyz,8,bicyclic-3-5-6,0,0,True,-22.999536906949135,-78.23116,0.19118,4.26
N_csp,N_csp_N8_0016_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0016_ring-3-substituted.xyz,8,ring-3-substituted,0,0,False,,,,39.97
N_csp,N_csp_N8_0035_bicyclic-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0035_bicyclic-4-4.xyz,8,bicyclic-4-4,0,0,False,,,,2.99
N_csp,N_csp_N8_0039_bicyclic-3-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0039_bicyclic-3-4-4.xyz,8,bicyclic-3-4-4,0,0,True,-22.966105706304752,-78.11745,0.30489,1.47
N_csp,N_csp_N8_0038_chain,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0038_chain.xyz,8,chain,0,0,True,-23.189560972017993,-78.87751,-0.45518,2.73
N_csp,N_csp_N8_0034_bicyclic-3-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0034_bicyclic-3-3-5.xyz,8,bicyclic-3-3-5,0,0,True,-23.22062580954482,-78.98318,-0.56084,6.28
N_csp,N_csp_N8_0025_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0025_branched-tree.xyz,8,branched-tree,0,0,True,-23.15922309293078,-78.77432,-0.35198,22.1
N_csp,N_csp_N8_0040_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0040_bicyclic-3-4.xyz,8,bicyclic-3-4,0,0,True,-23.220625809190388,-78.98318,-0.56084,2.83
N_csp,N_csp_N8_0041_bicyclic-3-4-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0041_bicyclic-3-4-6.xyz,8,bicyclic-3-4-6,0,0,True,-23.130643441516906,-78.67711,-0.25477,2.07
N_csp,N_csp_N8_0045_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0045_bicyclic-3-3.xyz,8,bicyclic-3-3,0,0,True,-22.96803303906159,-78.124,0.29833,4.72
N_csp,N_csp_N8_0042_bicyclic-3-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0042_bicyclic-3-4-4.xyz,8,bicyclic-3-4-4,0,0,False,,,,7.99
N_csp,N_csp_N8_0047_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0047_ring-3-substituted.xyz,8,ring-3-substituted,0,0,False,,,,3.0
N_csp,N_csp_N8_0033_bicyclic-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0033_bicyclic-4-5.xyz,8,bicyclic-4-5,0,0,False,,,,25.52
N_csp,N_csp_N8_0029_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0029_branched-tree.xyz,8,branched-tree,0,0,False,,,,31.3
N_csp,N_csp_N8_0030_ring-5-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0030_ring-5-substituted.xyz,8,ring-5-substituted,0,0,False,,,,29.27
N_csp,N_csp_N8_0050_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0050_branched-tree.xyz,8,branched-tree,0,0,False,,,,3.0
N_csp,N_csp_N8_0044_bicyclic-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0044_bicyclic-4-4.xyz,8,bicyclic-4-4,0,0,False,,,,19.77
N_csp,N_csp_N8_0053_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0053_bicyclic-3-3.xyz,8,bicyclic-3-3,0,0,True,-22.978844651330082,-78.16078,0.26156,0.77
N_csp,N_csp_N8_0051_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0051_branched-tree.xyz,8,branched-tree,0,0,False,,,,4.95
N_csp,N_csp_N8_0037_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0037_branched-tree.xyz,8,branched-tree,0,0,True,-23.06008779491709,-78.43712,-0.01478,28.39
N_csp,N_csp_N8_0052_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0052_ring-4-substituted.xyz,8,ring-4-substituted,0,0,True,-23.07330390813676,-78.48207,-0.05974,3.65
N_csp,N_csp_N8_0054_ring-7-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0054_ring-7-substituted.xyz,8,ring-7-substituted,0,0,True,-23.201554654087104,-78.91831,-0.49597,4.2
N_csp,N_csp_N8_0056_bicyclic-3-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0056_bicyclic-3-4-5.xyz,8,bicyclic-3-4-5,0,0,False,,,,3.75
N_csp,N_csp_N8_0048_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0048_ring-3-substituted.xyz,8,ring-3-substituted,0,0,False,,,,16.18
N_csp,N_csp_N8_0060_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0060_ring-4-substituted.xyz,8,ring-4-substituted,0,0,False,,,,2.85
N_csp,N_csp_N8_0036_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0036_bicyclic-3-3.xyz,8,bicyclic-3-3,0,0,False,,,,36.45
N_csp,N_csp_N8_0061_bicyclic-3-3-5-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0061_bicyclic-3-3-5-6.xyz,8,bicyclic-3-3-5-6,0,0,True,-23.014663841644694,-78.28261,0.13972,1.29
N_csp,N_csp_N8_0046_bicyclic-4-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0046_bicyclic-4-6.xyz,8,bicyclic-4-6,0,0,False,,,,26.09
N_csp,N_csp_N8_0064_bicyclic-4-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0064_bicyclic-4-4-4.xyz,8,bicyclic-4-4-4,0,0,True,-23.04565636164462,-78.38803,0.0343,1.09
N_csp,N_csp_N8_0062_bicyclic-3-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0062_bicyclic-3-4-5.xyz,8,bicyclic-3-4-5,0,0,True,-23.13064344101517,-78.67711,-0.25477,2.99
N_csp,N_csp_N8_0059_bicyclic-3-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0059_bicyclic-3-6.xyz,8,bicyclic-3-6,0,0,True,-23.09545259266283,-78.55741,-0.13507,6.89
N_csp,N_csp_N8_0066_bicyclic-3-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0066_bicyclic-3-4-5.xyz,8,bicyclic-3-4-5,0,0,True,-23.105035208227168,-78.59,-0.16767,4.58
N_csp,N_csp_N8_0049_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0049_bicyclic-3-4.xyz,8,bicyclic-3-4,0,0,True,-23.08666643918477,-78.52752,-0.10519,23.59
N_csp,N_csp_N8_0065_bicyclic-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0065_bicyclic-3-5.xyz,8,bicyclic-3-5,0,0,True,-23.10554345855351,-78.59173,-0.1694,8.23
N_csp,N_csp_N8_0055_ring-8,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0055_ring-8.xyz,8,ring-8,0,0,False,,,,20.62
N_csp,N_csp_N8_0043_bicyclic-4-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0043_bicyclic-4-4-5.xyz,8,bicyclic-4-4-5,0,0,False,,,,42.83
N_csp,N_csp_N8_0070_bicyclic-3-3-7,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0070_bicyclic-3-3-7.xyz,8,bicyclic-3-3-7,0,0,False,,,,2.97
N_csp,N_csp_N8_0063_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0063_branched-tree.xyz,8,branched-tree,0,0,True,-23.19165233277949,-78.88463,-0.46229,16.54
N_csp,N_csp_N8_0073_bicyclic-3-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0073_bicyclic-3-4-5.xyz,8,bicyclic-3-4-5,0,0,True,-23.220625810026117,-78.98318,-0.56084,6.25
N_csp,N_csp_N8_0057_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0057_ring-3-substituted.xyz,8,ring-3-substituted,0,0,False,,,,29.67
N_csp,N_csp_N8_0058_bicyclic-3-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0058_bicyclic-3-3-5.xyz,8,bicyclic-3-3-5,0,0,False,,,,29.12
N_csp,N_csp_N8_0075_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0075_bicyclic-3-4.xyz,8,bicyclic-3-4,0,0,True,-23.201554653043488,-78.91831,-0.49597,6.87
N_csp,N_csp_N8_0071_bicyclic-3-5-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0071_bicyclic-3-5-5.xyz,8,bicyclic-3-5-5,0,0,False,,,,15.18
N_csp,N_csp_N8_0076_ring-6-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0076_ring-6-substituted.xyz,8,ring-6-substituted,0,0,True,-23.191652328442867,-78.88463,-0.46229,5.78
N_csp,N_csp_N8_0078_bicyclic-4-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0078_bicyclic-4-6.xyz,8,bicyclic-4-6,0,0,False,,,,3.79
N_csp,N_csp_N8_0079_bicyclic-3-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0079_bicyclic-3-4-5.xyz,8,bicyclic-3-4-5,0,0,True,-23.129299661350583,-78.67254,-0.2502,4.14
N_csp,N_csp_N8_0067_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0067_bicyclic-3-3.xyz,8,bicyclic-3-3,0,0,False,,,,29.8
N_csp,N_csp_N8_0081_bicyclic-3-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0081_bicyclic-3-4-4.xyz,8,bicyclic-3-4-4,0,0,True,-23.22062580939501,-78.98318,-0.56084,2.83
N_csp,N_csp_N8_0068_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0068_bicyclic-3-3.xyz,8,bicyclic-3-3,0,0,True,-22.993107325541036,-78.20929,0.21305,26.07
N_csp,N_csp_N8_0074_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0074_ring-4-substituted.xyz,8,ring-4-substituted,0,0,True,-23.201554653841498,-78.91831,-0.49597,17.46
N_csp,N_csp_N8_0083_ring-5-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0083_ring-5-substituted.xyz,8,ring-5-substituted,0,0,True,-23.21708313868647,-78.97113,-0.54879,1.84
N_csp,N_csp_N8_0085_bicyclic-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0085_bicyclic-3-5.xyz,8,bicyclic-3-5,0,0,True,-23.220625809229166,-78.98318,-0.56084,2.57
N_csp,N_csp_N8_0088_bicyclic-3-3-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0088_bicyclic-3-3-6.xyz,8,bicyclic-3-3-6,0,0,True,-23.139265552987233,-78.70644,-0.2841,1.08
N_csp,N_csp_N8_0087_bicyclic-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0087_bicyclic-4-4.xyz,8,bicyclic-4-4,0,0,False,,,,2.99
N_csp,N_csp_N8_0084_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0084_branched-tree.xyz,8,branched-tree,0,0,False,,,,5.8
N_csp,N_csp_N8_0080_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0080_bicyclic-3-4.xyz,8,bicyclic-3-4,0,0,True,-23.201554653749376,-78.91831,-0.49597,11.45
N_csp,N_csp_N8_0090_bicyclic-3-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0090_bicyclic-3-3-4.xyz,8,bicyclic-3-3-4,0,0,False,,,,2.89
N_csp,N_csp_N8_0082_bicyclic-3-4-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0082_bicyclic-3-4-4-5.xyz,8,bicyclic-3-4-4-5,0,0,True,-23.12100846169024,-78.64434,-0.222,10.23
N_csp,N_csp_N8_0072_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0072_bicyclic-3-3.xyz,8,bicyclic-3-3,0,0,False,,,,28.53
N_csp,N_csp_N8_0091_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0091_ring-4-substituted.xyz,8,ring-4-substituted,0,0,True,-23.051899665560427,-78.40927,0.01307,2.86
N_csp,N_csp_N8_0094_bicyclic-3-3-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0094_bicyclic-3-3-6.xyz,8,bicyclic-3-3-6,0,0,False,,,,3.0
N_csp,N_csp_N8_0089_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0089_bicyclic-3-3.xyz,8,bicyclic-3-3,0,0,False,,,,8.61
N_csp,N_csp_N8_0097_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0097_bicyclic-3-4.xyz,8,bicyclic-3-4,0,0,True,-23.069151139177322,-78.46795,-0.04561,1.78
N_csp,N_csp_N8_0095_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0095_ring-4-substituted.xyz,8,ring-4-substituted,0,0,True,-23.056532330980573,-78.42503,-0.00269,7.63
N_csp,N_csp_N8_0099_bicyclic-4-5-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0099_bicyclic-4-5-5.xyz,8,bicyclic-4-5-5,0,0,True,-23.105035207895696,-78.59,-0.16767,8.72
N_csp,N_csp_N8_0086_ring-6-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0086_ring-6-substituted.xyz,8,ring-6-substituted,0,0,True,-23.121008649574115,-78.64434,-0.222,22.46
N_csp,N_csp_N9_0001_bicyclic-3-4-6-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0001_bicyclic-3-4-6-6.xyz,9,bicyclic-3-4-6-6,0,1,False,,,,5.35
N_csp,N_csp_N8_0077_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0077_branched-tree.xyz,8,branched-tree,0,0,False,,,,38.65
N_csp,N_csp_N8_0069_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0069_bicyclic-3-4.xyz,8,bicyclic-3-4,0,0,False,,,,55.92
N_csp,N_csp_N9_0004_bicyclic-3-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0004_bicyclic-3-3-5.xyz,9,bicyclic-3-3-5,0,1,False,,,,3.28
N_csp,N_csp_N9_0002_bicyclic-5-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0002_bicyclic-5-5.xyz,9,bicyclic-5-5,0,1,True,-25.997718529488118,-78.60377,-0.18144,10.42
N_csp,N_csp_N8_0093_ring-6-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0093_ring-6-substituted.xyz,8,ring-6-substituted,0,0,False,,,,27.11
N_csp,N_csp_N8_0098_bicyclic-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0098_bicyclic-3-5.xyz,8,bicyclic-3-5,0,0,True,-23.071670626925805,-78.47652,-0.05418,22.61
N_csp,N_csp_N9_0009_bicyclic-5-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0009_bicyclic-5-5.xyz,9,bicyclic-5-5,0,1,True,-26.041462374059897,-78.73603,-0.3137,1.39
N_csp,N_csp_N9_0008_bicyclic-3-5-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0008_bicyclic-3-5-5.xyz,9,bicyclic-3-5-5,0,1,False,,,,3.16
N_csp,N_csp_N8_0096_bicyclic-5-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0096_bicyclic-5-5.xyz,8,bicyclic-5-5,0,0,False,,,,31.58
N_csp,N_csp_N8_0092_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0092_ring-3-substituted.xyz,8,ring-3-substituted,0,0,False,,,,34.27
N_csp,N_csp_N9_0011_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0011_ring-4-substituted.xyz,9,ring-4-substituted,0,1,False,,,,5.93
N_csp,N_csp_N9_0012_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0012_ring-3-substituted.xyz,9,ring-3-substituted,0,1,True,-26.076723001795315,-78.84264,-0.42031,5.74
N_csp,N_csp_N9_0013_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0013_ring-4-substituted.xyz,9,ring-4-substituted,0,1,True,-26.072329769339166,-78.82936,-0.40702,6.75
N_csp,N_csp_N9_0014_ring-6-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0014_ring-6-substituted.xyz,9,ring-6-substituted,0,1,True,-26.056686219607986,-78.78206,-0.35973,8.25
N_csp,N_csp_N9_0003_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0003_ring-3-substituted.xyz,9,ring-3-substituted,0,1,True,-26.03800596589557,-78.72558,-0.30325,32.1
N_csp,N_csp_N9_0007_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0007_bicyclic-3-4.xyz,9,bicyclic-3-4,0,1,True,-26.012386578768776,-78.64812,-0.22579,27.73
N_csp,N_csp_N9_0005_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0005_ring-3-substituted.xyz,9,ring-3-substituted,0,1,True,-26.013422963888527,-78.65126,-0.22892,30.79
N_csp,N_csp_N9_0019_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0019_ring-4-substituted.xyz,9,ring-4-substituted,0,1,True,-25.986487690414258,-78.56982,-0.14748,4.58
N_csp,N_csp_N9_0015_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0015_ring-3-substituted.xyz,9,ring-3-substituted,0,1,True,-25.97865218015668,-78.54613,-0.12379,23.82
N_csp,N_csp_N9_0017_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0017_ring-3-substituted.xyz,9,ring-3-substituted,0,1,True,-26.037888565207524,-78.72523,-0.30289,18.0
N_csp,N_csp_N9_0010_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0010_branched-tree.xyz,9,branched-tree,0,1,True,-26.03788856473697,-78.72523,-0.30289,35.62
N_csp,N_csp_N9_0022_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0022_bicyclic-3-4.xyz,9,bicyclic-3-4,0,1,False,,,,3.25
N_csp,N_csp_N9_0016_bicyclic-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0016_bicyclic-4-4.xyz,9,bicyclic-4-4,0,1,True,-25.9905942278865,-78.58223,-0.1599,25.69
N_csp,N_csp_N9_0006_bicyclic-3-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0006_bicyclic-3-6.xyz,9,bicyclic-3-6,0,1,False,,,,41.01
N_csp,N_csp_N9_0020_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0020_bicyclic-3-3.xyz,9,bicyclic-3-3,0,1,True,-25.916760923009164,-78.359,0.06334,11.81
N_csp,N_csp_N9_0000_ring-6-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0000_ring-6-substituted.xyz,9,ring-6-substituted,0,1,False,,,,59.05
N_csp,N_csp_N9_0018_bicyclic-3-7,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0018_bicyclic-3-7.xyz,9,bicyclic-3-7,0,1,True,-26.03788856473532,-78.72523,-0.30289,17.88
N_csp,N_csp_N9_0028_bicyclic-4-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0028_bicyclic-4-4-4.xyz,9,bicyclic-4-4-4,0,1,True,-26.06423060278901,-78.80487,-0.38254,6.47
N_csp,N_csp_N9_0027_bicyclic-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0027_bicyclic-3-5.xyz,9,bicyclic-3-5,0,1,True,-26.072863713712195,-78.83097,-0.40864,8.35
N_csp,N_csp_N9_0025_bicyclic-4-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0025_bicyclic-4-6.xyz,9,bicyclic-4-6,0,1,True,-26.075034321318345,-78.83754,-0.4152,10.26
N_csp,N_csp_N9_0032_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0032_ring-3-substituted.xyz,9,ring-3-substituted,0,1,False,,,,3.52
N_csp,N_csp_N9_0023_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0023_ring-3-substituted.xyz,9,ring-3-substituted,0,1,True,-26.02778782870976,-78.69469,-0.27235,16.53
N_csp,N_csp_N9_0033_bicyclic-4-5-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0033_bicyclic-4-5-6.xyz,9,bicyclic-4-5-6,0,1,False,,,,4.9
N_csp,N_csp_N9_0034_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0034_bicyclic-3-3.xyz,9,bicyclic-3-3,0,1,True,-26.068228620893194,-78.81696,-0.39462,7.58
N_csp,N_csp_N9_0031_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0031_bicyclic-3-4.xyz,9,bicyclic-3-4,0,1,True,-25.998588808328904,-78.6064,-0.18407,14.45
N_csp,N_csp_N9_0021_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0021_branched-tree.xyz,9,branched-tree,0,1,True,-25.979432531114,-78.54849,-0.12615,29.58
N_csp,N_csp_N9_0024_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N9_0024_ring-4-substituted.xyz,9,ring-4-substituted,0,1,True,-25.97943253071849,-78.54849,-0.12615,27.39
